LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,default.payment
50000,-1,-1,0,0,0,0,2007.0,20275.0,1204.0,0
360000,1,-1,-1,-1,-1,-1,17392.0,0.0,32178.0,0
400000,1,2,0,0,0,0,0.0,3200.0,2750.0,0
130000,-1,-1,-1,-1,-1,-1,2951.0,596.0,1520.0,0
130000,-1,-1,2,0,0,-2,3747.0,0.0,0.0,0
340000,-1,-1,-1,-1,-1,-1,93661.0,41634.0,15711.0,0
270000,0,0,0,0,0,0,1826.0,1469.0,514.0,1
60000,0,0,0,0,0,-1,20000.0,5000.0,3000.0,1
130000,0,0,0,0,0,0,1816.0,3060.0,69000.0,0
10000,0,0,0,0,0,0,1230.0,1000.0,196.0,0
160000,2,2,2,2,2,2,0.0,13000.0,200.0,1
270000,0,0,0,-2,-1,0,5000.0,0.0,0.0,0
80000,2,0,0,0,2,2,2000.0,20000.0,5000.0,1
340000,-1,-1,-1,-1,-1,-1,3806.0,526.0,36374.0,0
360000,-1,-1,-1,-1,0,-1,15329.0,13062.0,41977.0,0
240000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
50000,-1,-1,-1,-1,-2,-2,0.0,2525.0,0.0,0
50000,0,0,0,-2,-2,-2,1066.0,0.0,0.0,0
180000,-1,-1,-1,-1,-1,-1,661.0,1512.0,1379.0,0
370000,-2,-1,0,0,0,0,229818.0,8409.0,8500.0,0
60000,1,2,2,2,2,2,2000.0,0.0,1000.0,1
50000,-1,-1,-1,-1,-1,-1,1355.0,1386.0,1442.0,0
50000,-2,-1,2,-1,0,0,46512.0,159.0,37778.0,0
130000,0,0,0,0,0,0,4500.0,4500.0,4500.0,0
500000,-1,-1,-1,-1,-1,-1,10021.0,14576.0,53850.0,0
300000,1,-1,-1,-2,-1,-1,11174.0,0.0,0.0,0
120000,0,0,0,0,0,-2,4501.0,2562.0,0.0,0
110000,1,2,2,2,2,0,0.0,6000.0,4000.0,0
220000,0,0,-1,-1,-1,-1,1066.0,4723.0,5051.0,0
140000,0,0,-1,-1,-1,0,1000.0,3776.0,3776.0,0
30000,-1,0,0,0,0,0,1700.0,1700.0,1000.0,0
200000,-1,-1,-1,-1,-1,-1,1228.0,3324.0,483.0,0
350000,-1,-1,-1,-1,-1,-1,5249.0,1667.0,9839.0,0
150000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
20000,2,2,4,4,4,4,0.0,0.0,0.0,1
200000,0,0,0,0,0,0,1500.0,2000.0,1000.0,0
20000,2,2,4,4,4,4,0.0,0.0,0.0,0
320000,-1,-1,-1,-2,-2,-2,505.0,368.0,0.0,0
100000,-1,-1,-1,0,0,0,3224.0,78671.0,3000.0,0
280000,0,-1,-1,-1,-1,-1,3420.0,1865.0,2375.0,1
50000,0,0,0,0,0,0,5000.0,2000.0,3000.0,0
20000,0,0,0,0,0,0,2000.0,1307.0,701.0,0
160000,-1,-1,-1,-1,-1,-1,3290.0,1140.0,559.0,0
60000,0,0,0,0,0,0,2000.0,1400.0,1000.0,0
150000,0,0,0,0,0,0,5028.0,3000.0,3000.0,0
460000,0,0,0,0,0,0,15325.0,16000.0,15000.0,0
500000,-1,-1,-1,-1,-1,-1,575.0,361.0,978.0,0
320000,0,0,0,0,0,0,15031.0,8081.0,5072.0,0
200000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
430000,0,0,0,0,0,0,1313.0,5002.0,1000.0,0
150000,-2,-2,-2,-2,-2,-2,3273.0,2473.0,1473.0,0
100000,2,0,0,0,0,0,4050.0,4114.0,3379.0,0
30000,0,0,2,0,0,0,2000.0,1000.0,1000.0,0
260000,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0
40000,0,0,0,2,2,0,3000.0,3000.0,1500.0,1
290000,1,-2,-1,0,0,0,0.0,4524.0,4000.0,1
140000,-1,-1,-1,-1,-1,-1,0.0,1552.0,380.0,0
60000,1,2,2,0,0,0,2030.0,0.0,1014.0,1
210000,0,-1,-1,-2,-2,-2,6615.0,0.0,0.0,0
170000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
370000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
30000,0,0,0,0,0,0,3000.0,3000.0,2468.0,0
360000,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0
290000,0,0,0,0,-1,-1,5100.0,2507.0,1500.0,0
50000,0,0,0,0,0,0,1188.0,3000.0,176.0,0
210000,1,-2,-1,-1,-2,-2,0.0,1008.0,0.0,0
170000,2,0,0,0,0,0,8000.0,8000.0,5000.0,0
360000,0,0,2,-1,-1,-1,21358.0,86.0,8372.0,0
90000,-1,-1,-1,-1,0,0,0.0,1886.0,7650.0,0
210000,1,2,2,-2,-2,-2,0.0,0.0,0.0,1
160000,-2,-2,-2,-2,-2,-2,3219.0,3322.0,2645.0,0
30000,0,0,2,0,0,0,5300.0,0.0,607.0,0
80000,2,2,0,0,0,0,0.0,2131.0,2000.0,0
250000,0,0,0,0,0,0,4559.0,5000.0,5000.0,0
60000,1,2,2,0,0,0,1500.0,0.0,1000.0,0
130000,0,0,2,0,0,2,12207.0,0.0,5000.0,0
180000,0,0,0,0,0,0,22000.0,4000.0,2000.0,0
200000,-2,-2,-2,-2,-2,-2,7261.0,15220.0,8991.0,0
210000,0,0,0,0,0,0,145273.0,5065.0,5012.0,0
240000,0,0,0,0,0,0,1905.0,3632.0,7100.0,0
460000,0,0,0,0,0,0,15000.0,20065.0,12000.0,0
400000,-1,-1,-1,-1,-1,-1,10713.0,11340.0,10390.0,0
20000,0,0,0,0,0,0,1241.0,1609.0,717.0,0
60000,0,0,0,0,0,0,2410.0,2203.0,1500.0,0
110000,0,0,0,0,0,0,4500.0,4100.0,67606.0,0
80000,2,2,2,2,2,0,3775.0,0.0,6768.0,1
50000,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,0
360000,0,-1,-1,-1,-1,-1,3166.0,2776.0,7158.0,0
70000,0,0,0,0,0,0,1840.0,1744.0,2001.0,0
20000,0,0,0,0,0,2,1700.0,1300.0,700.0,0
200000,0,0,0,0,0,0,7000.0,8000.0,4100.0,0
90000,-2,-2,-2,-2,-2,-2,1372.0,3904.0,686.0,0
30000,-1,2,2,-1,2,2,200.0,0.0,1495.0,0
260000,-1,-1,-1,-1,-1,-2,6675.0,20.0,50000.0,1
50000,0,0,0,0,0,0,1309.0,1313.0,357.0,1
30000,-1,2,2,0,0,0,1900.0,0.0,957.0,0
20000,0,0,0,0,0,0,1224.0,1197.0,269.0,0
30000,2,2,0,0,0,0,2159.0,1500.0,1000.0,1
290000,0,0,0,0,0,0,6530.0,4200.0,4938.0,1
50000,2,2,-1,0,0,0,0.0,2000.0,1000.0,1
60000,0,-1,2,2,2,2,900.0,0.0,300.0,0
200000,0,0,0,2,2,2,10000.0,15000.0,0.0,1
50000,0,0,0,0,-1,-1,1800.0,1506.0,6.0,0
190000,0,0,0,0,0,0,6536.0,6031.0,20036.0,0
70000,1,2,2,2,2,2,1900.0,1200.0,1400.0,0
300000,1,-1,-1,-1,-1,-1,23075.0,3583.0,19969.0,0
400000,0,0,2,2,2,2,5000.0,0.0,500.0,0
200000,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,1
560000,-1,0,0,0,0,0,5060.0,4827.0,4974.0,0
150000,0,0,0,0,0,0,4960.0,1765.0,1679.0,0
300000,-1,-1,-1,-2,-2,-1,2654.0,0.0,0.0,0
80000,0,0,0,2,2,2,3000.0,5000.0,2300.0,0
150000,-1,3,2,0,0,-1,20.0,802.0,1705.0,1
20000,0,0,0,0,0,-2,1500.0,1000.0,200.0,0
50000,0,0,0,0,0,0,3100.0,1723.0,1100.0,0
150000,0,0,0,2,0,0,2074.0,1926.0,0.0,0
140000,1,-2,-2,-2,-2,-1,401.0,3930.0,3951.0,0
500000,-1,-1,-1,-2,-2,-2,1725.0,0.0,0.0,0
90000,0,0,0,0,0,0,4073.0,5021.0,3000.0,0
30000,-1,0,0,0,-1,-1,3000.0,5000.0,2000.0,1
50000,0,0,2,0,0,0,4130.0,0.0,1100.0,1
280000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
390000,2,0,0,0,0,0,5073.0,3950.0,2627.0,1
100000,2,3,3,2,2,3,2900.0,1300.0,3000.0,1
200000,0,0,0,0,2,0,8600.0,7700.0,11100.0,1
230000,0,0,0,0,0,0,5000.0,5000.0,5000.0,0
20000,0,0,2,2,2,2,4500.0,550.0,0.0,0
180000,0,0,0,0,-1,-1,6019.0,1074.0,2038.0,0
10000,3,2,2,0,0,0,1081.0,0.0,353.0,0
327680,0,0,0,0,0,0,11219.0,11461.0,9100.0,1
100000,-1,0,0,0,0,0,4500.0,5000.0,1000.0,1
80000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
250000,0,0,0,0,0,0,1267.0,1310.0,232.0,0
440000,-2,-2,-2,-2,-2,-2,10137.0,32921.0,15701.0,0
140000,-1,-1,0,0,0,0,97396.0,4070.0,3225.0,0
20000,0,-1,-1,-1,-1,-2,2940.0,6050.0,3100.0,0
50000,2,2,2,2,0,0,3800.0,1500.0,0.0,0
30000,-1,-1,-1,-1,-1,-2,390.0,2476.0,3059.0,0
210000,0,0,0,0,0,0,6018.0,6029.0,3000.0,0
20000,0,0,0,2,2,2,1500.0,2000.0,0.0,0
150000,-2,-2,-2,-2,-2,-2,1670.0,4330.0,8040.0,1
50000,0,0,0,0,2,0,2500.0,2280.0,2157.0,0
210000,0,0,0,0,0,0,1500.0,2000.0,2000.0,0
250000,-2,-2,-2,-2,-2,-2,0.0,316.0,316.0,1
130000,0,0,0,0,0,0,5300.0,1700.0,1300.0,0
290000,2,2,0,0,0,0,0.0,12139.0,80000.0,1
150000,0,0,0,0,0,-1,1500.0,5000.0,2000.0,0
80000,0,0,0,0,0,0,3500.0,2600.0,2400.0,0
50000,0,0,0,0,0,0,1232.0,1182.0,449.0,0
240000,-2,-2,-2,-2,-2,-2,1838.0,976.0,110.0,0
90000,0,0,2,2,2,2,25000.0,0.0,10000.0,0
220000,1,2,-1,-1,0,-1,0.0,1066.0,2404.0,0
170000,-1,-1,-1,-1,-1,-1,165.0,165.0,0.0,0
70000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
160000,2,2,-1,-1,-2,-1,0.0,4582.0,0.0,1
250000,-1,-1,-1,0,-1,-1,9863.0,6955.0,2517.0,0
70000,0,0,0,0,0,0,2800.0,2800.0,2900.0,1
90000,-1,-1,-1,0,0,0,511.0,4451.0,82.0,1
50000,0,0,0,0,0,0,1800.0,2128.0,1000.0,0
150000,0,0,0,0,0,0,5500.0,3400.0,5883.0,1
20000,1,-2,-1,-1,-2,-2,0.0,289.0,0.0,1
20000,0,0,0,0,0,0,1642.0,2000.0,1000.0,0
50000,0,0,0,0,0,0,4000.0,2257.0,2000.0,0
200000,0,0,0,0,0,0,5000.0,5100.0,5000.0,0
200000,-1,-1,-1,0,-1,-1,4595.0,2991.0,0.0,0
120000,0,0,0,0,0,0,4700.0,5590.0,4000.0,0
270000,-1,-1,-1,-1,-1,-1,2197.0,186.0,0.0,1
300000,0,0,0,-1,-1,-1,1000.0,2700.0,658.0,0
400000,0,0,0,0,0,0,2005.0,1800.0,1800.0,1
120000,0,0,0,-2,-2,-2,2500.0,0.0,0.0,0
130000,0,0,0,0,0,0,2000.0,1000.0,2200.0,0
150000,-2,-2,-2,-2,-2,-2,60367.0,100483.0,116567.0,0
200000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
130000,0,0,0,0,0,0,5311.0,2502.0,1512.0,0
120000,-1,-1,-1,-1,-1,-1,1026.0,1026.0,1026.0,0
230000,-2,-2,-2,-2,-2,-2,698.0,2371.0,4524.0,0
50000,0,0,-1,-1,-1,-1,1000.0,200.0,1200.0,0
10000,-1,-1,-2,-1,2,2,0.0,0.0,2828.0,1
360000,-2,-2,-2,-2,-2,-2,2394.0,8606.0,1502.0,0
140000,0,0,0,0,0,-1,3645.0,2322.0,387.0,0
50000,3,2,2,0,0,0,2063.0,0.0,800.0,1
120000,0,0,0,0,0,0,1296.0,1307.0,673.0,0
500000,-1,-1,-1,-1,-1,-1,97345.0,32189.0,56436.0,0
500000,0,0,0,0,0,0,2200.0,2000.0,3000.0,0
10000,-1,2,0,0,-1,-1,1000.0,1000.0,190.0,0
160000,0,0,0,0,0,0,2500.0,3000.0,2000.0,0
60000,-1,-1,2,-1,-1,-1,1152.0,0.0,22662.0,0
60000,0,0,0,-1,-1,-1,5000.0,1508.0,4790.0,0
160000,1,-1,-1,-1,-1,-1,372.0,0.0,3305.0,0
500000,-1,-1,-1,-1,-2,-1,5514.0,14220.0,1537.0,0
360000,0,0,0,0,0,0,4428.0,2017.0,305.0,0
10000,2,2,2,0,0,2,2600.0,0.0,1000.0,1
30000,2,2,2,2,0,0,2000.0,1500.0,0.0,1
60000,0,0,0,0,0,0,5600.0,20000.0,2500.0,0
80000,0,0,-1,-1,-1,-1,1000.0,1250.0,175.0,0
410000,-2,-2,-2,-2,-2,-2,1815.0,17106.0,9600.0,0
70000,3,2,3,2,0,0,3000.0,0.0,0.0,1
60000,-1,-1,-1,-1,-1,-1,696.0,696.0,696.0,1
80000,0,0,0,0,0,0,2000.0,4000.0,1000.0,0
30000,0,0,0,0,0,0,1255.0,1268.0,600.0,0
110000,0,0,0,0,0,0,3000.0,3000.0,5000.0,0
150000,-1,-1,2,-1,-1,-1,1392.0,0.0,696.0,1
30000,1,2,0,0,0,2,0.0,1000.0,1000.0,0
150000,0,0,0,0,0,0,2000.0,2000.0,1500.0,0
50000,0,0,2,0,0,2,4055.0,0.0,1767.0,0
40000,0,0,0,0,0,0,1786.0,1890.0,2000.0,0
70000,0,0,0,0,0,0,2002.0,1819.0,509.0,0
100000,2,0,0,0,0,0,3517.0,2700.0,19782.0,1
10000,1,2,0,0,2,0,0.0,1300.0,1000.0,0
60000,0,0,0,0,0,0,7662.0,1269.0,1908.0,0
100000,-1,-1,-1,-1,-1,-2,831.0,1226.0,330.0,1
50000,0,0,0,0,0,0,1500.0,1091.0,1000.0,0
10000,-1,-1,-1,-1,-2,-2,0.0,780.0,0.0,1
50000,2,2,2,0,0,0,4090.0,0.0,633.0,1
10000,0,0,0,0,0,0,1300.0,1124.0,1000.0,0
80000,0,0,0,0,0,0,4419.0,4000.0,2000.0,0
50000,0,0,0,0,0,0,1800.0,2021.0,650.0,0
470000,-1,-1,-1,-1,0,0,3201.0,14509.0,21168.0,0
530000,0,0,0,0,0,0,17016.0,14102.0,11100.0,0
200000,-2,-2,-2,-2,-1,0,13871.0,74000.0,882.0,1
20000,0,0,0,0,0,-1,1100.0,1500.0,200.0,0
80000,0,0,0,0,0,0,3626.0,3862.0,2056.0,0
150000,-1,-1,-1,0,0,0,0.0,5200.0,0.0,0
30000,2,2,0,0,0,-1,0.0,1300.0,5000.0,1
170000,-2,-2,-1,-1,-1,-1,0.0,16474.0,4650.0,0
230000,0,0,0,0,0,0,7214.0,6264.0,10000.0,0
170000,2,0,0,2,2,2,6800.0,13500.0,5500.0,1
290000,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0
170000,0,0,0,0,0,0,3000.0,3000.0,2308.0,0
200000,0,0,0,0,0,0,3263.0,5114.0,1613.0,0
80000,0,0,0,0,0,0,3121.0,8443.0,1582.0,0
340000,-2,-2,-2,-2,-2,-2,0.0,5000.0,0.0,1
110000,0,0,2,0,0,0,12500.0,0.0,4400.0,0
10000,0,0,2,0,0,0,2000.0,800.0,240.0,0
80000,0,0,0,0,0,0,2176.0,1299.0,1000.0,0
60000,0,0,0,0,0,0,1300.0,2500.0,1000.0,0
340000,-1,-1,-1,-1,-1,-1,9318.0,5343.0,7819.0,0
20000,0,0,0,0,0,0,2000.0,5000.0,3000.0,0
500000,-2,-1,0,0,0,0,77677.0,20000.0,3500.0,0
250000,0,0,0,0,0,0,9011.0,8146.0,6000.0,0
50000,1,-2,-1,-1,0,0,0.0,51400.0,11330.0,0
100000,-1,-1,-1,0,0,-1,1100.0,1000.0,0.0,1
280000,-1,-1,-2,-1,-1,-1,0.0,0.0,5825.0,1
500000,0,0,0,0,0,0,19295.0,18694.0,12271.0,0
20000,0,0,0,0,0,0,1700.0,1150.0,467.0,0
140000,1,-2,-1,-1,2,0,0.0,167.0,80677.0,0
250000,0,0,0,0,0,-1,15284.0,20087.0,5093.0,0
50000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
70000,2,0,0,0,0,0,1500.0,1300.0,1505.0,1
230000,0,0,0,0,0,0,8862.0,8933.0,6956.0,0
500000,-2,-2,-2,-2,-2,-2,16783.0,40496.0,1075.0,0
280000,0,0,0,0,0,0,7297.0,7584.0,7416.0,0
160000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
50000,1,-2,-1,0,0,0,0.0,530.0,26000.0,0
500000,0,0,0,0,0,0,3627.0,3059.0,2670.0,0
290000,0,0,0,0,0,0,8411.0,8600.0,7000.0,0
100000,0,0,0,0,0,-2,2000.0,1000.0,1039.0,0
480000,0,0,0,0,0,0,5000.0,4000.0,7172.0,0
110000,0,0,0,0,0,0,2056.0,2100.0,2100.0,0
350000,2,2,0,0,2,0,0.0,3500.0,6800.0,1
70000,-2,-2,-1,0,0,0,0.0,72772.0,1400.0,0
290000,0,0,0,0,0,0,3530.0,3019.0,2818.0,0
210000,-2,-1,-1,-2,-2,-2,12660.0,5570.0,2285.0,0
240000,-1,-1,-1,-1,-1,-1,4164.0,14371.0,11411.0,0
260000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
80000,0,0,0,0,0,0,3000.0,1000.0,730.0,0
50000,0,0,0,0,0,0,1500.0,1200.0,2500.0,0
10000,2,0,0,-1,-1,0,1000.0,1600.0,1170.0,1
50000,0,0,0,0,0,0,2000.0,1500.0,2000.0,0
200000,1,-2,-1,-1,-1,-2,0.0,12888.0,2075.0,0
400000,-2,-2,-2,-2,-1,-1,55974.0,14079.0,20417.0,0
210000,0,0,-1,-1,-1,-1,4519.0,9098.0,3085.0,1
500000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
60000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
150000,0,0,0,0,0,0,5752.0,6308.0,16644.0,0
60000,1,-1,0,0,0,0,23040.0,8000.0,20000.0,0
450000,0,0,0,0,-1,-1,10000.0,205004.0,52000.0,0
430000,2,2,2,2,2,2,13000.0,11000.0,0.0,1
50000,-1,-1,-1,0,0,-1,1383.0,4149.0,0.0,0
80000,-2,-2,-2,-2,-2,-2,4419.0,390.0,390.0,0
200000,0,0,0,2,2,2,2000.0,3000.0,0.0,1
60000,0,0,0,0,0,0,1482.0,2000.0,3000.0,0
50000,2,0,0,0,0,0,2077.0,1311.0,689.0,0
150000,0,0,0,0,0,0,8000.0,5175.0,3000.0,0
200000,-1,0,-1,0,-1,-1,2000.0,3438.0,50.0,0
80000,0,0,0,0,0,0,3070.0,2623.0,2644.0,1
30000,1,-1,0,0,-1,0,16463.0,1314.0,10000.0,0
200000,0,0,0,0,-2,-2,1917.0,1000.0,0.0,0
170000,0,0,0,0,0,0,2500.0,2500.0,780.0,0
130000,0,0,2,2,0,0,7931.0,3500.0,0.0,0
180000,0,0,0,0,0,0,6500.0,5000.0,5000.0,0
160000,-1,-1,-1,-1,-1,-1,0.0,4477.0,2682.0,0
20000,-1,2,2,-1,-1,-1,356.0,0.0,356.0,0
250000,0,0,0,0,0,0,11300.0,12177.0,7200.0,0
150000,-1,-1,-1,-2,-2,-2,6546.0,0.0,0.0,0
180000,-1,-1,-1,-1,-1,-1,396.0,395.0,848.0,0
120000,0,0,0,0,0,0,2415.0,1816.0,1381.0,0
430000,-2,-2,-2,-2,-2,-2,1526.0,806.0,2792.0,0
200000,2,0,0,0,0,0,7332.0,5818.0,4451.0,0
20000,-1,-1,2,0,-1,-1,5015.0,0.0,0.0,0
370000,0,0,0,0,0,0,11295.0,8300.0,5000.0,0
30000,0,0,0,0,0,0,5000.0,1000.0,326.0,0
180000,0,-1,2,-1,-1,2,10080.0,0.0,1443.0,0
360000,-1,-1,-1,-1,-2,-1,2548.0,5536.0,0.0,0
260000,0,0,0,0,0,0,11381.0,7256.0,2312.0,0
200000,0,0,0,0,0,0,8487.0,5105.0,3000.0,0
50000,0,0,0,0,0,0,1800.0,1500.0,1142.0,0
50000,3,2,0,0,0,0,8.0,3011.0,1264.0,1
270000,-1,-1,-1,-1,-1,-1,9391.0,13999.0,8964.0,0
10000,2,0,0,0,0,0,1200.0,1136.0,326.0,1
390000,-1,-1,-1,0,0,-1,6090.0,18119.0,304.0,0
350000,-1,-1,-1,-1,-1,-1,20717.0,10173.0,28858.0,0
350000,0,0,-1,-1,0,0,4150.0,630.0,20902.0,0
300000,0,0,0,0,0,0,12000.0,11504.0,8500.0,0
50000,0,0,0,0,0,0,1300.0,1600.0,650.0,0
250000,0,0,0,0,0,0,3500.0,3070.0,2372.0,0
360000,-1,2,0,0,2,0,0.0,1000.0,3000.0,0
180000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
150000,0,0,0,0,0,0,2507.0,3001.0,3001.0,0
250000,1,2,2,2,2,2,0.0,17000.0,0.0,0
200000,0,0,-1,-1,-1,-1,1650.0,482.0,482.0,0
260000,-1,-1,-1,-1,-1,-1,268.0,604.0,664.0,1
150000,0,0,0,0,0,0,4771.0,4952.0,4019.0,1
400000,-1,-1,0,-1,-1,-1,21357.0,10689.0,2514.0,0
20000,0,0,0,0,0,0,1500.0,1300.0,2000.0,0
90000,0,0,0,0,2,0,1861.0,2052.0,2719.0,0
200000,0,0,0,0,-1,2,10000.0,100000.0,0.0,0
70000,1,2,2,2,2,2,2900.0,2500.0,2500.0,0
80000,0,0,0,0,-1,-1,2000.0,2000.0,2000.0,0
240000,0,0,0,0,0,-2,65361.0,30646.0,70204.0,0
200000,-1,-1,-1,0,-1,0,5322.0,7756.0,0.0,0
270000,0,0,0,0,0,0,4000.0,2969.0,3000.0,0
210000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
140000,-1,-1,-1,-1,-1,0,1462.0,4326.0,6398.0,1
120000,-1,0,0,0,0,0,2000.0,1600.0,1200.0,0
130000,2,2,2,2,0,0,9813.0,6000.0,0.0,1
80000,0,0,0,0,0,0,5041.0,4238.0,5051.0,0
170000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
300000,-2,-2,-2,-2,-2,-2,1592.0,0.0,0.0,0
380000,-1,-1,-1,-1,-1,-1,4472.0,2107.0,0.0,0
110000,0,0,0,0,0,0,2500.0,2100.0,2000.0,0
80000,0,0,0,-2,-2,-2,14300.0,0.0,0.0,0
20000,0,0,0,0,0,-2,1392.0,1200.0,329.0,0
200000,-2,-2,-2,-2,-2,-2,0.0,0.0,300.0,0
360000,0,0,0,0,0,2,15000.0,12000.0,10000.0,0
170000,-1,-1,-1,-1,-1,-1,2417.0,199.0,1628.0,0
500000,-2,-2,-1,0,0,-1,72234.0,248902.0,3582.0,0
50000,0,0,0,0,0,0,36027.0,1807.0,1000.0,0
50000,2,2,2,4,3,3,2000.0,4086.0,0.0,0
80000,0,0,0,0,0,0,1903.0,1397.0,5000.0,0
50000,0,0,0,0,0,0,2501.0,2005.0,1312.0,0
30000,0,0,0,0,0,0,1482.0,1703.0,1001.0,1
30000,0,0,0,0,0,0,9200.0,1000.0,172.0,0
20000,1,2,0,0,0,3,0.0,2000.0,1780.0,1
500000,0,0,0,0,0,0,30483.0,15773.0,10393.0,0
170000,-1,-1,-1,-1,-1,-1,552.0,552.0,552.0,0
20000,1,-1,0,0,-1,-1,342.0,1000.0,30.0,0
90000,0,0,0,0,0,0,3243.0,2390.0,1840.0,0
230000,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,1
210000,0,0,0,0,0,0,8800.0,8023.0,4809.0,0
20000,0,0,0,0,0,0,1700.0,1262.0,1244.0,0
60000,-1,-1,-1,-1,-1,-1,14700.0,438.0,2575.0,0
300000,-1,-1,-1,-1,0,-1,2017.0,2476.0,5797.0,0
50000,0,0,2,2,2,2,4500.0,0.0,4000.0,0
50000,0,0,0,0,0,0,1150.0,1200.0,310.0,1
500000,-1,-1,-1,0,0,0,29205.0,25428.0,9575.0,0
490000,0,0,0,0,0,0,11032.0,10000.0,10000.0,0
110000,1,2,0,0,0,2,0.0,3000.0,2000.0,0
360000,0,0,0,-1,-1,-1,1108.0,1024.0,1353.0,1
80000,0,0,-1,-1,0,0,5098.0,600.0,53900.0,0
180000,2,2,0,0,2,2,1813.0,5667.0,18483.0,1
180000,-1,-1,-1,-1,-1,-1,5396.0,1485.0,4778.0,0
70000,0,-1,0,0,0,0,68209.0,2081.0,2000.0,0
140000,0,0,0,0,0,0,3029.0,2000.0,2059.0,0
340000,-2,-2,-2,-2,-2,-2,27800.0,6097.0,2272.0,0
70000,-1,2,2,2,2,2,2044.0,0.0,4000.0,1
300000,0,0,0,0,0,0,10230.0,9483.0,8172.0,1
20000,2,2,2,2,4,3,3000.0,0.0,4613.0,1
170000,-1,-1,-1,-1,-1,-1,415.0,415.0,415.0,0
280000,0,0,0,0,0,0,5111.0,5100.0,4300.0,0
90000,0,0,0,0,0,0,4000.0,2500.0,2000.0,0
160000,1,-1,-1,-2,-2,-2,418.0,0.0,0.0,1
300000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
60000,1,2,0,0,2,2,0.0,1900.0,8900.0,1
210000,-1,-1,-1,-1,-1,-1,5790.0,46915.0,80871.0,0
130000,0,0,0,0,0,0,5500.0,5904.0,4785.0,0
160000,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0
20000,0,0,0,-1,-1,-2,1000.0,0.0,2000.0,1
240000,-1,-1,-1,-1,-1,-1,1735.0,10096.0,8675.0,0
340000,-1,-1,0,0,0,-1,41951.0,50000.0,30000.0,0
150000,0,0,0,0,0,2,13571.0,7500.0,10600.0,0
180000,0,0,0,-2,-2,-2,3000.0,0.0,0.0,0
300000,-1,0,0,0,0,0,7500.0,18340.0,1000.0,0
180000,-1,-1,-1,-1,-1,-1,1110.0,1110.0,1110.0,0
50000,0,0,0,0,0,0,2280.0,2500.0,1401.0,0
50000,0,0,0,0,0,2,1810.0,1614.0,700.0,0
340000,-1,-1,-1,-1,-1,-1,21631.0,12308.0,654.0,0
190000,-2,-2,-1,-1,0,0,579.0,400.0,579.0,1
180000,-1,-1,-1,-1,-1,-1,1001.0,13413.0,8577.0,0
20000,1,2,0,0,0,0,0.0,1200.0,350.0,1
450000,0,0,0,0,0,0,10068.0,10075.0,10000.0,0
100000,1,2,0,0,0,0,0.0,3509.0,3047.0,0
80000,0,0,0,0,-1,-1,2000.0,3000.0,18000.0,0
10000,0,0,0,0,2,0,1200.0,1440.0,800.0,1
20000,0,0,0,0,0,0,1200.0,1257.0,1000.0,0
260000,1,2,2,2,2,2,3656.0,15000.0,0.0,1
150000,0,0,0,0,0,0,2564.0,2616.0,2647.0,1
500000,-2,-2,-2,-2,-2,-2,65732.0,14643.0,23169.0,0
110000,-1,-1,-1,-1,-1,-1,9483.0,1338.0,2176.0,0
160000,0,0,0,0,0,0,4500.0,4500.0,4000.0,0
200000,0,0,0,0,0,0,4269.0,3891.0,3488.0,0
190000,1,2,0,0,0,0,0.0,3600.0,3000.0,0
180000,-1,-1,-1,-1,-1,-2,16912.0,9211.0,4758.0,1
50000,1,3,2,2,2,2,0.0,1000.0,3000.0,1
100000,0,0,0,5,4,3,15000.0,15000.0,0.0,0
130000,1,3,2,2,2,2,0.0,4500.0,4500.0,1
120000,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,0
